Sample ID,Project ID,Project Name,Tissue,Species/Substrate,Data repository,subject_id,target,seed_0,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,seed_17,seed_18,seed_19,seed_20,seed_21,seed_22,seed_23,seed_24,seed_25,seed_26,seed_27,seed_28,seed_29,seed_30,seed_31,seed_32,seed_33,seed_34,seed_35,seed_36,seed_37,seed_38,seed_39,seed_40,seed_41,seed_42,seed_43,seed_44,seed_45,seed_46,seed_47,seed_48,seed_49
SRX24751672,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-929,cow_milk,train,val,train,test,train,train,train,test,val,test,train,train,test,train,train,test,test,test,train,test,train,train,test,val,test,train,test,train,val,train,train,train,val,test,val,test,train,test,val,train,train,train,test,train,train,train,train,test,train,val
SRX24751673,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1043,cow_milk,train,train,train,train,test,train,test,train,train,test,train,val,train,val,train,val,train,train,train,train,test,train,train,train,train,val,train,train,train,test,train,train,test,train,train,train,test,train,train,val,train,train,val,test,train,train,train,train,train,train
SRX24751674,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1137,cow_milk,val,test,train,train,train,test,val,val,test,train,test,train,test,train,train,test,train,test,test,train,test,train,train,test,train,test,train,train,train,train,train,train,val,train,train,train,test,train,train,train,train,val,train,test,train,train,train,train,test,train
SRX24751675,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1145,cow_milk,test,test,train,train,val,train,val,train,train,train,train,val,test,train,train,train,train,test,val,val,train,train,train,train,train,test,train,train,train,train,train,test,test,train,train,val,test,train,train,train,train,train,train,train,train,train,train,test,train,train
SRX24751676,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1145,cow_milk,test,test,train,train,val,train,val,train,train,train,train,val,test,train,train,train,train,test,val,val,train,train,train,train,train,test,train,train,train,train,train,test,test,train,train,val,test,train,train,train,train,train,train,train,train,train,train,test,train,train
SRX24751677,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1123,cow_milk,test,train,train,test,val,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,test,val,test,train,train,test,test,train,val,train,train,train,train,train,train,train,train,train,val,val,test,test,train,train,val,val,val,train,test
SRX24751678,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1171,cow_milk,train,test,train,train,train,train,train,train,train,train,train,test,train,train,val,train,train,train,test,val,train,train,train,train,train,train,train,train,test,val,test,test,train,train,train,train,val,train,train,train,test,train,train,train,test,train,train,train,train,test
SRX24751679,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1171,cow_milk,train,test,train,train,train,train,train,train,train,train,train,test,train,train,val,train,train,train,test,val,train,train,train,train,train,train,train,train,test,val,test,test,train,train,train,train,val,train,train,train,test,train,train,train,test,train,train,train,train,test
SRX24751680,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1177,cow_milk,test,train,val,train,train,train,test,val,train,test,train,train,train,train,train,train,test,test,train,test,test,val,train,train,val,train,test,train,train,test,train,test,train,train,test,train,train,train,train,val,test,test,train,train,val,train,train,train,train,train
SRX24751681,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-763,cow_milk,train,train,train,val,train,train,train,train,train,val,train,test,val,test,train,val,train,test,test,test,test,test,test,train,train,val,train,train,test,test,test,train,train,test,train,train,train,train,train,train,train,train,test,val,train,train,val,val,train,test
SRX24751682,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1177,cow_milk,test,train,val,train,train,train,test,val,train,test,train,train,train,train,train,train,test,test,train,test,test,val,train,train,val,train,test,train,train,test,train,test,train,train,test,train,train,train,train,val,test,test,train,train,val,train,train,train,train,train
SRX24751683,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-76,cow_milk,test,train,val,train,val,train,train,test,train,train,train,train,train,train,train,train,train,train,val,test,val,train,train,train,val,train,test,test,train,train,train,train,train,train,test,train,test,test,train,train,test,train,train,train,val,train,train,val,val,test
SRX24751684,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-76,cow_milk,test,train,val,train,val,train,train,test,train,train,train,train,train,train,train,train,train,train,val,test,val,train,train,train,val,train,test,test,train,train,train,train,train,train,test,train,test,test,train,train,test,train,train,train,val,train,train,val,val,test
SRX24751685,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-763,cow_milk,train,train,train,val,train,train,train,train,train,val,train,test,val,test,train,val,train,test,test,test,test,test,test,train,train,val,train,train,test,test,test,train,train,test,train,train,train,train,train,train,train,train,test,val,train,train,val,val,train,test
SRX24751686,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-763,cow_milk,train,train,train,val,train,train,train,train,train,val,train,test,val,test,train,val,train,test,test,test,test,test,test,train,train,val,train,train,test,test,test,train,train,test,train,train,train,train,train,train,train,train,test,val,train,train,val,val,train,test
SRX24751687,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-771,cow_milk,val,test,test,train,train,val,train,train,train,test,train,train,train,test,train,train,test,val,train,train,train,train,train,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train
SRX24751688,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1129,cow_milk,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train,test,test,train,train,train,train,train,val,train,train,train,train,test,train,train,train,train,train,val,train,test,train,test,train,test,train,val,train,test,train,train,train,train
SRX24751689,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1129,cow_milk,train,val,train,train,train,val,train,train,train,train,train,train,train,train,train,val,train,test,test,train,train,train,train,train,val,train,train,train,train,test,train,train,train,train,train,val,train,test,train,test,train,test,train,val,train,test,train,train,train,train
SRX24751690,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1137,cow_milk,val,test,train,train,train,test,val,val,test,train,test,train,test,train,train,test,train,test,test,train,test,train,train,test,train,test,train,train,train,train,train,train,val,train,train,train,test,train,train,train,train,val,train,test,train,train,train,train,test,train
SRX24751691,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1137,cow_milk,val,test,train,train,train,test,val,val,test,train,test,train,test,train,train,test,train,test,test,train,test,train,train,test,train,test,train,train,train,train,train,train,val,train,train,train,test,train,train,train,train,val,train,test,train,train,train,train,test,train
SRX24751692,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1145,cow_milk,test,test,train,train,val,train,val,train,train,train,train,val,test,train,train,train,train,test,val,val,train,train,train,train,train,test,train,train,train,train,train,test,test,train,train,val,test,train,train,train,train,train,train,train,train,train,train,test,train,train
SRX24751693,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1145,cow_milk,test,test,train,train,val,train,val,train,train,train,train,val,test,train,train,train,train,test,val,val,train,train,train,train,train,test,train,train,train,train,train,test,test,train,train,val,test,train,train,train,train,train,train,train,train,train,train,test,train,train
SRX24751694,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1171,cow_milk,train,test,train,train,train,train,train,train,train,train,train,test,train,train,val,train,train,train,test,val,train,train,train,train,train,train,train,train,test,val,test,test,train,train,train,train,val,train,train,train,test,train,train,train,test,train,train,train,train,test
SRX24751695,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1171,cow_milk,train,test,train,train,train,train,train,train,train,train,train,test,train,train,val,train,train,train,test,val,train,train,train,train,train,train,train,train,test,val,test,test,train,train,train,train,val,train,train,train,test,train,train,train,test,train,train,train,train,test
SRX24751696,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1177,cow_milk,test,train,val,train,train,train,test,val,train,test,train,train,train,train,train,train,test,test,train,test,test,val,train,train,val,train,test,train,train,test,train,test,train,train,test,train,train,train,train,val,test,test,train,train,val,train,train,train,train,train
SRX24751697,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-833,cow_milk,train,train,test,train,train,test,train,train,test,train,test,train,test,train,train,test,test,train,test,train,val,train,train,train,val,test,val,train,train,train,train,train,test,train,train,train,test,val,test,train,train,train,train,train,train,train,train,test,train,train
SRX24751698,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1177,cow_milk,test,train,val,train,train,train,test,val,train,test,train,train,train,train,train,train,test,test,train,test,test,val,train,train,val,train,test,train,train,test,train,test,train,train,test,train,train,train,train,val,test,test,train,train,val,train,train,train,train,train
SRX24751699,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-76,cow_milk,test,train,val,train,val,train,train,test,train,train,train,train,train,train,train,train,train,train,val,test,val,train,train,train,val,train,test,test,train,train,train,train,train,train,test,train,test,test,train,train,test,train,train,train,val,train,train,val,val,test
SRX24751700,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1137,cow_milk,val,test,train,train,train,test,val,val,test,train,test,train,test,train,train,test,train,test,test,train,test,train,train,test,train,test,train,train,train,train,train,train,val,train,train,train,test,train,train,train,train,val,train,test,train,train,train,train,test,train
SRX24751701,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-76,cow_milk,test,train,val,train,val,train,train,test,train,train,train,train,train,train,train,train,train,train,val,test,val,train,train,train,val,train,test,test,train,train,train,train,train,train,test,train,test,test,train,train,test,train,train,train,val,train,train,val,val,test
SRX24751702,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-763,cow_milk,train,train,train,val,train,train,train,train,train,val,train,test,val,test,train,val,train,test,test,test,test,test,test,train,train,val,train,train,test,test,test,train,train,test,train,train,train,train,train,train,train,train,test,val,train,train,val,val,train,test
SRX24751703,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-763,cow_milk,train,train,train,val,train,train,train,train,train,val,train,test,val,test,train,val,train,test,test,test,test,test,test,train,train,val,train,train,test,test,test,train,train,test,train,train,train,train,train,train,train,train,test,val,train,train,val,val,train,test
SRX24751704,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-917,cow_milk,train,train,val,test,train,train,val,train,val,train,train,train,train,train,test,val,test,train,train,train,train,train,train,train,train,train,test,train,train,train,train,train,train,train,val,test,train,train,val,train,train,train,test,val,train,train,test,val,train,train
SRX24751705,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1043,cow_milk,train,train,train,train,test,train,test,train,train,test,train,val,train,val,train,val,train,train,train,train,test,train,train,train,train,val,train,train,train,test,train,train,test,train,train,train,test,train,train,val,train,train,val,test,train,train,train,train,train,train
SRX24751706,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1071,cow_milk,train,val,test,test,test,train,val,train,train,test,test,val,train,test,train,train,train,train,val,val,train,val,test,val,train,test,train,val,train,train,train,train,train,train,train,train,test,train,train,test,train,train,train,train,train,test,test,train,test,val
SRX24751707,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1071,cow_milk,train,val,test,test,test,train,val,train,train,test,test,val,train,test,train,train,train,train,val,val,train,val,test,val,train,test,train,val,train,train,train,train,train,train,train,train,test,train,train,test,train,train,train,train,train,test,test,train,test,val
SRX24751708,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1087,cow_milk,train,train,train,train,train,train,train,train,train,train,val,test,val,train,test,test,test,val,train,train,train,train,test,train,test,train,train,train,train,train,val,train,train,train,test,train,test,train,train,test,train,train,test,test,train,test,train,train,val,train
SRX24751709,PRJNA1103402,RABOLA,milk,cow,https://www.ncbi.nlm.nih.gov/sra/,PRJNA1103402-1087,cow_milk,train,train,train,train,train,train,train,train,train,train,val,test,val,train,test,test,test,val,train,train,train,train,test,train,test,train,train,train,train,train,val,train,train,train,test,train,test,train,train,test,train,train,test,test,train,test,train,train,val,train
